userName,score,at,content
Pengguna Google,5,2024-09-06 06:22:28,Menghidupkan suasana
Pengguna Google,5,2024-09-06 06:22:10,Semuanya sudah bagus.joss.
Pengguna Google,5,2024-09-06 06:21:32,"Filter untuk seller nakal masih kurang bos ku,masih banyak yang tipu tipu,walau ada perlindungan pengembalian,selebihnya mantap dan untuk kurir juga mantap"
Pengguna Google,5,2024-09-06 06:20:47,Sangat bagus
Pengguna Google,5,2024-09-06 06:20:47,"Baik, bagus"
Pengguna Google,5,2024-09-06 06:19:56,Sangat membantu berbelanja
Pengguna Google,5,2024-09-06 06:19:32,Mantap.
Pengguna Google,5,2024-09-06 06:19:26,Nice
Pengguna Google,1,2024-09-06 06:18:49,"Memberatkan seller parah, lebih memihak ke pembeli yang malas membaca"
Pengguna Google,1,2024-09-06 06:18:39,Saya gak akan mau lagi belanja di aplikasi shope pengiriman nya lambat banget dan paket pas sampai udah rusak kotaknya saya gak akan mau lagi beli apa apa di shope saya meyesal beli di shope
Pengguna Google,5,2024-09-06 06:18:24,ok 100%
Pengguna Google,5,2024-09-06 06:17:17,Belanja di shoope memang joss
Pengguna Google,5,2024-09-06 06:17:09,Membantu saya berbelanja dgn hrg yg sesuai
Pengguna Google,5,2024-09-06 06:17:01,good
Pengguna Google,5,2024-09-06 06:16:58,"Pengiriman cepat,barang sesuai psanan"
Pengguna Google,5,2024-09-06 06:16:35,Thankyou sangat bermanfaat
Pengguna Google,4,2024-09-06 06:16:20,Sangat membantu dalam mencari semua kebutuhan 👍
Pengguna Google,4,2024-09-06 06:14:42,Kok gk bisa di buka berada nya
Pengguna Google,2,2024-09-06 06:14:22,"Mau dong di sewain pesawat jet jalan jalan ke Amrik , kek anak raja Jawa 👍👍"
Pengguna Google,5,2024-09-06 06:13:04,"aplikasi shopee ini sangat bagus dan mudah digunakan untuk membeli barang"" dan makanan yg kita mau,banyak voucher gratis ongkir jugaa jadi belanja apapun jadi lebih mudah tinggal nunggu dirumah barang dateng sendiri apalagi ada sistem cod cek dulu jadi lebih ngerasa aman lah untuk pesen barang"" di toko online"
Pengguna Google,2,2024-09-06 06:12:55,Bintang 2 dulu yah
Pengguna Google,3,2024-09-06 06:12:47,"Awalnya app baik"" saja, tp kenapa skrng terus minta verifikasi, sampai"" susah tuk masuk, pdhl app dah yg terbaru, dan saya coba hapus data terus daftar ulang tp masih ja gk bisa masuk, bahkan mo liat pesanan pun gk bisa, tolong d perbaiki lg biar penguna kembali merasa nyaman menggunakan nya"
Pengguna Google,5,2024-09-06 06:12:37,Amanah
Pengguna Google,2,2024-09-06 06:12:03,Shoppe tidak ramah sama yuser
Pengguna Google,5,2024-09-06 06:11:23,ok
Pengguna Google,5,2024-09-06 06:10:50,mantaps
Pengguna Google,1,2024-09-06 06:10:38,"Sekarang gak bisa pilih exp sendiri. Kebanyakan dipilihkan ke spx, maksa banget pakai spx ketahuan gak laku expdisinya. Payah shope culas"
Pengguna Google,5,2024-09-06 06:10:36,Beli di shope terjamin dan aman
Pengguna Google,1,2024-09-06 06:10:35,"shopee biaya admin semakin mahal dan potongan video malah diturunkan jadi 6% makanya shopee kalo iklan ga ush kemana mana toh udh banyak yang download aplikasi nya, udh fokus aja baikin sistem shopee jangan malah dinaikin biaya adminya mending kurangin noh iklan shopee yang ga betmutu, apalagi sok banget ngundang artis malah biaya admin yang dinaikin 😂🤦🏻‍♀️"
Pengguna Google,5,2024-09-06 06:10:28,"saya suka shoppy mudah belanja,dan bahannya bagus pas dipakai, bisa cod"
Pengguna Google,5,2024-09-06 06:10:28,ok bngt
Pengguna Google,5,2024-09-06 06:09:06,"Pelayanan, kecepatan akurat, kontrol pengawasan brg profesional, tksh free ongkirnya krna pembeli dari kalimantan tengak"
Pengguna Google,5,2024-09-06 06:08:51,Okeddah mantap
Pengguna Google,3,2024-09-06 06:08:10,Ais pengirimannya lama betul.. apalagi untuk wilayah kalimantan.. Paket hemat memakan waktu 14 hari Reguler 12 hari.. Biasanya hemat 7 hari sampe Dan Reguler 4 hari sampe.. Sungguh mengecewakan sekali..
Pengguna Google,5,2024-09-06 06:06:55,bagus
Pengguna Google,5,2024-09-06 06:05:41,"Pengiriman cepat,, sangat membantu bangettttt.... keren top bangett jaya terus..."
Pengguna Google,5,2024-09-06 06:03:37,👍👍👍👍👍👍👍👍
Pengguna Google,5,2024-09-06 06:02:17,Beranda tdak dapat dibuka
Pengguna Google,5,2024-09-06 06:01:13,Keren dan sesuai
Pengguna Google,5,2024-09-06 06:00:07,Shopee amanah.
Pengguna Google,5,2024-09-06 05:58:50,Pokoknyaa langganan terusss di shoppe deh🫶🙏
Pengguna Google,4,2024-09-06 05:57:35,Belanja jadi lebih mudah
Pengguna Google,5,2024-09-06 05:57:33,Josss
Pengguna Google,5,2024-09-06 05:56:31,Alhamdulillah. Terima kasih banyak
Pengguna Google,5,2024-09-06 05:56:01,Pokoknya senang belanja di Shopee 😇🙏
Pengguna Google,5,2024-09-06 05:54:27,Top markotop👍
Pengguna Google,1,2024-09-06 05:54:14,"Tolong donk buat shoppe, saya jangan ditlfn², kalian cari orang lain, tapi nelpon saya, menggangu kerja saya Tolong jangn di telepon²"
Pengguna Google,5,2024-09-06 05:53:53,Mantap👍
Pengguna Google,5,2024-09-06 05:51:51,Belanja puasss....hrga jg waras Mantabb...
Pengguna Google,5,2024-09-06 05:51:16,Mantap
Pengguna Google,5,2024-09-06 05:51:00,Secara keseluruhan bagus
Pengguna Google,1,2024-09-06 05:50:50,"sistem shopee goblokkkkk, mau checkout aja ga bisa² harus masukin nomer wa padahal udah di daftarin hadeh mending beli di aplikasi lain ga guna shopee hadeh!!!"
Pengguna Google,5,2024-09-06 05:50:30,baek dan nyaman ada shoppi tetima kasih
Pengguna Google,3,2024-09-06 05:50:13,"Tolong berantas toko2 yang tidak jujur,sebenarnya udah bagus sekali aplikasi ini.semoga di dengar."
Pengguna Google,1,2024-09-06 05:46:35,SUSAH DIJELASKAN RATA-2 KOMPLAIN MASALAH EXPEDISI BUBARKAN AJA SPX-NYA 😂😂
Pengguna Google,5,2024-09-06 05:46:05,Keren
Pengguna Google,5,2024-09-06 05:45:11,bagus banget
Pengguna Google,5,2024-09-06 05:45:07,💯 👍🏻👍🏻👍🏻
Pengguna Google,5,2024-09-06 05:43:48,"Sudah jatuh cinta sama shoppe, semua aplikasi di dalamnya. Karena shoppe sudah banyak bantu saya. Terimakasih shoppe"
Pengguna Google,5,2024-09-06 05:43:18,"sebagai ibu yg punya balita, memudahkan sy untuk belanja"
Pengguna Google,5,2024-09-06 05:42:30,Mantap
Pengguna Google,4,2024-09-06 05:42:28,Ini aplikasi bagus banget. Tapi saya paling gak suka sama jasa kirim SPX. Sudah beberapa kali paket saya bukan nya diantar kealamat malah dikembalikan ketoko. Padahal udah nunggu lama
Pengguna Google,5,2024-09-06 05:42:17,Bagus
Pengguna Google,4,2024-09-06 05:41:25,Jasa kirim biasa nya.bisa d rubah ini gmna cra mrubh jsa krim dr SPX K Jnt.??
Pengguna Google,5,2024-09-06 05:40:39,"Sngat bgus aplikasi, cma klw blh pengirimnx lbih cpat lgi"
Pengguna Google,5,2024-09-06 05:40:22,Ok bgt
Pengguna Google,5,2024-09-06 05:39:31,Saat ini dpt barang yg harganya ramah dikantong dan barangnya sesuai dg saya harapkan. Pengiriman juga secepat kilat
Pengguna Google,5,2024-09-06 05:39:08,No coment
Pengguna Google,5,2024-09-06 05:39:03,oke bagus
Pengguna Google,3,2024-09-06 05:38:35,saya tidak bisa menggunakan shopeepay
Pengguna Google,5,2024-09-06 05:38:23,Sangat membantu dan rekomended deeehhh
Pengguna Google,5,2024-09-06 05:36:59,Sangat membantu
Pengguna Google,5,2024-09-06 05:36:12,Barang sesuai dgn pesanan
Pengguna Google,2,2024-09-06 05:35:56,2 bintang saja karena shopie pay later sy ga di acc melulu padahah sy sdh langganan di shopie
Pengguna Google,5,2024-09-06 05:35:48,sangat membantu
Pengguna Google,1,2024-09-06 05:33:11,Cs nya kalo di hubungin banyak bacot. Gak bisa cepet respon nya
Pengguna Google,5,2024-09-06 05:32:15,Aku yes
Pengguna Google,5,2024-09-06 05:31:49,Pelayanan shopy sangat bagus
Pengguna Google,2,2024-09-06 05:31:24,"Shopee sya knp ya, mau ke beranda gk bisa, notif layar gk ada jaringan internet, pdhal buat buka profil sma live bisa, jaringan internet bagus, sambungan data juga terhubung tpi cuma buat buka beranda gk bisa"
Pengguna Google,3,2024-09-06 05:31:21,"Maaf saya turunin bintang nya dari bintang 🌟 🌟 🌟 🌟 🌟 menjadi bintang 🌟🌟🌟 Sebelumnya senang' berbelanja di shopee tepat tanggal estimasi sampai nya dan gk lama 4 -5-6 hari sampai , yg ke 6 jarang dpat itupun gara2 dari tokoh lambat penanganan nya di kirim kan. Kalau sekarang sangat2 mengecewakan waktu tanggal yang berikan 7/9 hari estimasi nya...dan suka meruba ubah estimasi nya sampai 3x berubah estimasi nya.. Jdi barang pesanan sampai tujuan 11 - 12 hari Mohon di perbaikin lagi 🙏🙏"
Pengguna Google,4,2024-09-06 05:31:01,Shoppy baRAng bagus dan gRatis ongkiR saya senang teRima kasiH😘😍😊🙏
Pengguna Google,1,2024-09-06 05:29:42,Bikin laporan kendala paket ga terkirim jawaban CS nya sudah terkirim sudah terkirim! Jelas jelas salah alamat!
Pengguna Google,5,2024-09-06 05:29:15,Baik
Pengguna Google,1,2024-09-06 05:28:38,Gaje
Pengguna Google,4,2024-09-06 05:28:30,Semoga kedepannya ongkir jadi satu paket dengan belanjaan yg lain nya kasih bintang 4 dulu jika terealisasi bintang full
Pengguna Google,4,2024-09-06 05:27:39,Keranjang orange okay.. banyak diskon
Pengguna Google,4,2024-09-06 05:26:30,mantap
Pengguna Google,4,2024-09-06 05:26:16,Shopee bagus bngt
Pengguna Google,5,2024-09-06 05:25:48,Sangat baik
Pengguna Google,5,2024-09-06 05:24:22,Shopee yg trbaik deh
Pengguna Google,5,2024-09-06 05:23:25,keren
Pengguna Google,5,2024-09-06 05:22:18,keren
Pengguna Google,5,2024-09-06 05:21:34,The best
Pengguna Google,1,2024-09-06 05:21:16,"Sedih kalau posisinya sebagai seller, si shopee ambil untungnya banyak banget soalnya 🗿"
Pengguna Google,4,2024-09-06 05:20:26,"Promo lumayan banyak,tp sayang aplikasinya berat sering lag"
Pengguna Google,5,2024-09-06 05:19:41,Semua bisa teratasi dengan shoppee
Pengguna Google,3,2024-09-06 05:18:33,Pelayananx sangat baik.begitu juga dgn barang yg kita pesan sesuai dgn keinginan👍
Pengguna Google,1,2024-09-06 05:18:31,"Fitur ok ,barang ok ,harga ok, tapi tidak ok pengiriman spx lama ambil reguler 3 hari udah kaya pengiriman hemat 10 hari lebih baik di aplikasi hijau yg di sebelah meski beda harga sedikit tapi pengiriman cepat"
Pengguna Google,5,2024-09-06 05:18:21,"Sangat membatu sekali aplikasi shopee ini,banyak promonya juga"
Pengguna Google,5,2024-09-06 05:18:16,Ongkir murce semoga selanjutnya tambah murce biar selalu di hati. ❤
Pengguna Google,1,2024-09-06 05:17:39,"Masa shopee affilate harus pakai npwp ,terus yang masih pelajar gmn???"
Pengguna Google,5,2024-09-06 05:16:43,Pengiriman cepat barang ok
Pengguna Google,5,2024-09-06 05:16:29,Aplikasi keren belanja murah tp gak murahan
Pengguna Google,5,2024-09-06 05:16:27,Pelayanan nya memuaskan
Pengguna Google,5,2024-09-06 05:16:11,mksh shopee
Pengguna Google,5,2024-09-06 05:15:22,"Mau kasih saran untuk shopee Kalau bisa di beri ketegasan untuk kurir spx Karena saya liat kuris shopee terlalu santai dan tidak mengutamakan customer,,, Kalau bisa di tegaskan atau kasih aturan yg bijak untuk tidak berleha'' dalam mengirim paket di daerah saya banyak yg nyantai'' kurir spx"
Pengguna Google,5,2024-09-06 05:14:44,"Layanan mudah, simple dan cepat"
Pengguna Google,5,2024-09-06 05:14:28,Menyenangkan
Pengguna Google,5,2024-09-06 05:13:51,di tahun 2024 ini mohon ga usah aneh aneh.. kenapa buka shoopee jadi video dulu.. jadi makin berat aplikasinya.. bukan aplikasi sosmed soalnya..
Pengguna Google,3,2024-09-06 05:13:24,Shopie eror kah
Pengguna Google,5,2024-09-06 05:11:45,Puas banget banyak promo
Pengguna Google,5,2024-09-06 05:11:18,"Mulai dari fitur yang lengkap ,pengalaman berbelanja pun lebih mudah Overal kecepatan pengirimannya pun sangat baik ,selebihnya semua oke"
Pengguna Google,5,2024-09-06 05:09:20,membantu sekali dalam blnja online
Pengguna Google,5,2024-09-06 05:08:02,"sekarang berbelanja sangat mudah,dan aman. serta banyak gratis ongkir di shopee.. *5"
Pengguna Google,5,2024-09-06 05:07:40,Oke
Pengguna Google,4,2024-09-06 05:05:31,keren
Pengguna Google,1,2024-09-06 05:04:07,"Apk nya semakin berat, mungkin harus menggunakan device kelas atas kalau mau sat set sat set, untuk device menengah ke bawah, sebaiknya pasang yg lite aja. Apalagi yg masih pake emmc, sebaiknya uninstall saja"
Pengguna Google,5,2024-09-06 05:03:25,Baik
Pengguna Google,5,2024-09-06 05:01:59,"Shopee belanja yg terbaik,terimakasih shopee atas bantuan dan kerja samanya semoga saling menguntungkan"
Pengguna Google,5,2024-09-06 05:01:55,makan
Pengguna Google,5,2024-09-06 05:01:54,Mantap 👍 jaya
Pengguna Google,5,2024-09-06 05:01:39,Barangnya bagus dan mantap
Pengguna Google,5,2024-09-06 05:01:03,bagus👍
Pengguna Google,5,2024-09-06 05:00:55,Keren
Pengguna Google,5,2024-09-06 04:58:09,"Terbaik,paylaternya jg terlambat cuma di Bebani 5% perbulan gak mencekik kayak tetangga sebelah"
Pengguna Google,5,2024-09-06 04:57:56,Oyi sip
Pengguna Google,5,2024-09-06 04:57:36,Lumayan bagus lah membantu kita ngk pergi2 k toko
Pengguna Google,3,2024-09-06 04:57:25,Yang bikin nggk suka Kadang lemot
Pengguna Google,5,2024-09-06 04:57:22,"shopee merupakan aplikasi yang fleksibel, memudahkan konsumen hemat waktu, tenaga, biaya."
Pengguna Google,4,2024-09-06 04:56:49,Saya sangat suka dengan apk ini tapi kurang nya apk ini ngelek di hp saya jadi aku kasih bintang 4
Pengguna Google,5,2024-09-06 04:56:20,Bagus Yakk ini sesuai dengan barang yang ada di gambar
Pengguna Google,2,2024-09-06 04:56:13,kadang datengnya gak sesuai kek kmpng
Pengguna Google,5,2024-09-06 04:55:52,aplikasi yang sangat membantu
Pengguna Google,5,2024-09-06 04:54:58,oke
Pengguna Google,4,2024-09-06 04:54:14,keren
Pengguna Google,5,2024-09-06 04:54:12,THE BEST LAH
Pengguna Google,5,2024-09-06 04:53:43,cukup menarik
Pengguna Google,1,2024-09-06 04:53:34,"Aneh bgt jasa kirim, padahal cuma dari tangerang ke bintaroi. Cek tracking udah deket, malah diputerin lagi ke cakung dc sekarang pake lagi ke rempo. Yaampun padahal sebelahan aja bisa 3 hari. Aneh"
Pengguna Google,1,2024-09-06 04:53:28,"Gk tau kenapa setiap lagi di apk lain notif shopee itu ganggu bgt, notifnya itu berat bgt. Ngebuat ngelag juga iya kdng jg pas lg di dlm Shopee nya lemot nya ke bangetan."
Pengguna Google,5,2024-09-06 04:53:18,"Menarik,murah"
Pengguna Google,5,2024-09-06 04:52:49,Mantap Paten Bagus Saya Mesan es gk kecewa dan barang lainnya pokoknya banyak deh yang ada di shopee bagus lengkap untuk kebutuhan sehari-hari ok jangan lupa 9.9 MENANTI DISKON Terimakasih
Pengguna Google,5,2024-09-06 04:52:12,Baik
Pengguna Google,5,2024-09-06 04:51:29,baik dan amanah
Pengguna Google,5,2024-09-06 04:50:46,Sangat nyaman dan aman dalam bertransaksi
Pengguna Google,5,2024-09-06 04:50:26,membantu baget pia onlen
Pengguna Google,5,2024-09-06 04:50:26,Baik
Pengguna Google,5,2024-09-06 04:50:25,Mantapp
Pengguna Google,5,2024-09-06 04:49:49,Mantappp
Pengguna Google,1,2024-09-06 04:49:17,"apaan banget anjir dua kali mesan dari toko yang sama salah terus yang datang, kan mesan handuk malah yang datang peralatan buat kue pas ditanya ke owner nya katanya udah pas packing nya, salah di pengiriman Spx nya terus dipesan ulang malah salah warna, jelek banget pepek"
Pengguna Google,5,2024-09-06 04:48:57,bagus tingkat kan lagi kwalitas nya
Pengguna Google,5,2024-09-06 04:48:56,Mantap
Pengguna Google,5,2024-09-06 04:48:54,Oke
Pengguna Google,1,2024-09-06 04:48:50,terlalu sering di update
Pengguna Google,5,2024-09-06 04:47:51,mantull...pokoknya sgt membantu🥰🥰👍👍👍suka sukaaaaaaaa
Pengguna Google,5,2024-09-06 04:47:40,Keren top bagus banget
Pengguna Google,1,2024-09-06 04:47:34,"Sudah gk jelas aplikasi shopee, pket saya datang sangat lambat, trus masih seputaran Banda Aceh, pdahal d aplikasi sudah d daerah saya, truz pesanan bisa d batalkan sendiri dri phak shopee, tlong dong aplikasinya d baguskan lagi"
Pengguna Google,5,2024-09-06 04:45:26,Ok
Pengguna Google,5,2024-09-06 04:44:55,Belanja online terbaik
Pengguna Google,5,2024-09-06 04:44:47,"Sejauh ini oke, cuma metode pembayaran shopee kenapa tdk ada via Qris, selain qris paylater. Masih kurang update sih klo seperti itu"
Pengguna Google,5,2024-09-06 04:44:12,"Sangat puas belanja di shopee, barang nya asli,dan pengiriman barang nya cepat"
Pengguna Google,5,2024-09-06 04:41:40,mntabbbb
Pengguna Google,5,2024-09-06 04:39:26,Siiip
Pengguna Google,3,2024-09-06 04:36:52,"Udah 3 kali saya kena pembayaran sistem cod,karna app shope lelet,gak sengaja tersentuh,buat pesanan,seharusnya pesanan cod itu pakai pin atau sandi.baru 5 menit minta di batalin gak bisa!parah nih mafia!"
Pengguna Google,5,2024-09-06 04:36:13,Bagus
Pengguna Google,5,2024-09-06 04:35:42,"Sangat Membantu banget blnja kebutuhan sprti sya yg tdk bisa kmana2,, sangat sibuk tuk jualan."
Pengguna Google,5,2024-09-06 04:35:24,Baik
Pengguna Google,5,2024-09-06 04:35:02,sangat bagus untuk memesan barang
Pengguna Google,5,2024-09-06 04:34:20,belanja disini.. terpercaya.
Pengguna Google,1,2024-09-06 04:33:44,BURUK SKALI SHOPEE SEKRANG NGGAK PROFESIONAL
Pengguna Google,5,2024-09-06 04:33:32,Pelayanan kurir shopee dan produk yg saya beli selalu dikirim tepat waktu
Pengguna Google,5,2024-09-06 04:32:57,👍👍👍👍
Pengguna Google,5,2024-09-06 04:32:46,Harga lebih murah pastinya
Pengguna Google,5,2024-09-06 04:32:44,"Biarkan bintang yg bicara,semoga bisa dipertahankan🙏🙏🙏🙏🙏"
Pengguna Google,5,2024-09-06 04:31:11,Aku hampir setiap beli dapat gratis ongkir
Pengguna Google,5,2024-09-06 04:30:25,"⭐5/5 selalu puas dengan produk"" yg dijual"
Pengguna Google,5,2024-09-06 04:29:50,sangat membantu mengumpulkan koin dan bonus
Pengguna Google,5,2024-09-06 04:29:05,Aplikasi terpercaya buag belanja semua produk mau pun beli makan juga
Pengguna Google,5,2024-09-06 04:28:53,Ok
Pengguna Google,1,2024-09-06 04:27:53,JGN SUKA PHP ORANG DGN NOTIF YG MENJANJIKAN GAK BAIK GAK BERKAH SHOPEE TANAM SEPT 2024 FLASH SALE GAK PERNAH DPT SILAKAN CHEK TU...SMA SKALI GAK HARGAIN ORANG DICHAT DIKASIH BUKTI SMA AJ GAK PERNAH DIGUBRIS MOGA BANGKRUT KALIAN
Pengguna Google,5,2024-09-06 04:27:49,sangat membantu
Pengguna Google,5,2024-09-06 04:27:24,Pelayanan cepat
Pengguna Google,5,2024-09-06 04:26:14,Dikit2 update makin lelet
Pengguna Google,5,2024-09-06 04:26:04,Mantap
Pengguna Google,4,2024-09-06 04:25:27,Tak taoh
Pengguna Google,3,2024-09-06 04:23:19,"Sekrang shoope pengiriman nya kacau banget, lama nyampe nya Kadang melebihi waktu estimasi Tolong lah di tingkatkan lagi pengiriman nya Jangan ngaret terlalu lamaa dr waktu estimasi, minta tolong kerjasamanya 🙏"
Pengguna Google,5,2024-09-06 04:23:01,Belanja di online memang ok
Pengguna Google,5,2024-09-06 04:22:46,Sejauh ini belanja di shopee menyenangkan
Pengguna Google,5,2024-09-06 04:22:27,Bagus
Pengguna Google,1,2024-09-06 04:22:15,🚬🚬
Pengguna Google,5,2024-09-06 04:22:02,mantap
Pengguna Google,5,2024-09-06 04:20:19,Ok lah pokoknya
Pengguna Google,5,2024-09-06 04:19:54,"Shopee nya oke sih , kurirnya juga ramah2 tapi kadang ada toko yg kirim barangnya g sesuai dg yg d video . Harusnya yang seperti itu dikenai penalti . Copot aja recommend nya di shopee 👍"
Pengguna Google,1,2024-09-06 04:18:25,Aplikasi yang merugikan sekali
Pengguna Google,5,2024-09-06 04:17:57,Bisa belanja apa yg kita mau
Pengguna Google,5,2024-09-06 04:17:25,oke
Pengguna Google,5,2024-09-06 04:17:13,Alhamdulillah baik sangat membantu apk nya bagus
Pengguna Google,1,2024-09-06 04:16:30,"cape liat iklan lu dmn2, salah pencet dikit malah masuk shopee"
Pengguna Google,5,2024-09-06 04:14:20,Sangat bagus pelayanan nya
Pengguna Google,5,2024-09-06 04:13:48,bagus tapi sayang ga di kasih limit
Pengguna Google,5,2024-09-06 04:13:20,"Masih dalam kepercayaan,sampai seterusnya"
Pengguna Google,1,2024-09-06 04:12:56,"Promo cuma gimick,ongkir mahal, harga barang lebih mahal ketimbang di aplikasi sho**pe"
Pengguna Google,5,2024-09-06 04:11:58,mantap
Pengguna Google,5,2024-09-06 04:10:11,Barang ORI dan tepat waktu pengiriman nya
Pengguna Google,5,2024-09-06 04:09:23,Mantap
Pengguna Google,2,2024-09-06 04:09:13,Ini kenapa makin lama makin mahal biaya admin sama biaya gratis ongkirnya dari 10% naik 12% bagi penjual
Pengguna Google,1,2024-09-06 04:05:54,Jasa kurir udah nggak bisa pilih ya min? Mana expesdisi sekarang lelet nggak sat set kek dulu. Udah lelet paket belum di terima setatus paket udh main di terima aja.ciri ciri kurir nggak mau rugi ngirim paket ngelebihi waktu yg sudah di tentukan. jadi malas blanja di shoope
Pengguna Google,2,2024-09-06 04:04:16,Pengiriman Spx sangat lama kadang di map juga tidak sesuai
Pengguna Google,1,2024-09-06 04:04:04,"Bagi seller sangat merugikan.. Effort iklan, ngonten, live yg ditampilkan produk toko lain hrg termurah!! Kacau shopee"
Pengguna Google,1,2024-09-06 04:03:02,Kenapa sekarang gak bisa milih ekspedisi setelah payment?
Pengguna Google,5,2024-09-06 03:59:34,Sangat memuaskan semoga Shopee selalu memberikan gratis ongkir dan voucher diskon :*
Pengguna Google,4,2024-09-06 03:59:06,Sangat membantu
Pengguna Google,5,2024-09-06 03:57:32,Di sini murah murah nggak kayak Lazada mahal mahal apalagi ongkir nya
Pengguna Google,4,2024-09-06 03:56:23,Baik
Pengguna Google,3,2024-09-06 03:55:44,Memang bagus si jualannya tapi banyak iklannya mohon hapus 1 iklan sopi
Pengguna Google,5,2024-09-06 03:54:26,good..
Pengguna Google,4,2024-09-06 03:54:07,Kalau bisa video sama foto bedain setiap mau liat harus nonton mulu.
Pengguna Google,5,2024-09-06 03:53:48,Membuat Hidup jadi lebih mudah dan simpel... sangat praktis dan banyak keuntungan
Pengguna Google,5,2024-09-06 03:52:48,Bagus sangat membantu .. tpi sayang nya apk terlalu berat di hp saya yang ram cuma 3 /32 gb 😭
Pengguna Google,5,2024-09-06 03:52:13,"Sangat recommended untuk belanja maupun berjualan,,terima kasih"
Pengguna Google,5,2024-09-06 03:51:42,Sangat Bagus buat berbelanja
Pengguna Google,3,2024-09-06 03:51:10,Dari dulu suka saya member platinum tapi untuk kemaren2 saya kecewa karna saya tidak menerima barang yg saya pesan dan gak balik uangnya sudah komplain ke shopee memang tetap tidak bisa dan yg bikin saya kecewa ulasan saya disembunyikan padahal memang real saya tidak menerima barangnya
Pengguna Google,1,2024-09-06 03:50:22,Sopi tai
Pengguna Google,5,2024-09-06 03:49:39,Membantu jajan cantik
Pengguna Google,4,2024-09-06 03:48:25,Teh good market..thank you
Pengguna Google,5,2024-09-06 03:47:58,Sangat sangat membantu dlm jual bli secara online
Pengguna Google,5,2024-09-06 03:47:40,terbaik
Pengguna Google,5,2024-09-06 03:47:23,Memuaskan
Pengguna Google,5,2024-09-06 03:45:39,"Paling termurah ongkirnya, sering belanja, aman terpercaya, terimakasih shofee"
Pengguna Google,5,2024-09-06 03:44:44,Bagus.. Sangat membantu 👍
Pengguna Google,5,2024-09-06 03:44:24,"Bagus bgt , apa aja ada di sini"
Pengguna Google,5,2024-09-06 03:44:17,sangat baik
Pengguna Google,5,2024-09-06 03:44:05,"Nice & Good 👍🙂 Tolong Spaylater & Spinjam saya di aktifkan , min 🙏"
Pengguna Google,5,2024-09-06 03:42:47,"sangat memudah kan untuk berbelanja, lebih gampang untuk mencari produk."
Pengguna Google,5,2024-09-06 03:42:23,sangat Bagus
Pengguna Google,5,2024-09-06 03:42:22,Bagus
Pengguna Google,5,2024-09-06 03:42:20,Pesanan selalu sesuai order...sukses terus Shopee
Pengguna Google,1,2024-09-06 03:42:07,Tidak membantu sama sekali
Pengguna Google,5,2024-09-06 03:42:01,Oke
Pengguna Google,5,2024-09-06 03:40:58,Baik
Pengguna Google,5,2024-09-06 03:40:06,Kontolll
Pengguna Google,5,2024-09-06 03:39:56,aku suka mainan
Pengguna Google,5,2024-09-06 03:38:24,sangat baik
Pengguna Google,5,2024-09-06 03:37:06,iy
Pengguna Google,3,2024-09-06 03:37:02,Aplikasi macam apa ini paket saya udh hampir 1bulan GK di kirim giliran udh di kirim malah dikembalikan ke penjualnya padahal saya GK pernah retur paket
Pengguna Google,5,2024-09-06 03:36:13,Terima kasih shopee untuk berbagai promonya dan semoga di SULUT bisa beneran gratis ongkir 😇
Pengguna Google,1,2024-09-06 03:35:55,Lemot bat ni apk + iming2 koin yg akan di dapatkan 6000 koin real nya ga dapet 😂👍 penipu
Pengguna Google,1,2024-09-06 03:35:44,"Apk ini tidk membantu sma sekali, melakukan pinjaman saja tidk di acc, pdhal tidk pernh telat bayar cicilan, tlong di prmudah pinjaman yang,"
Pengguna Google,5,2024-09-06 03:35:43,Shopee memang keren...tetap Amanah dan dipercaya
Pengguna Google,5,2024-09-06 03:34:32,Banyakin casbacknya
Pengguna Google,5,2024-09-06 03:33:41,bagus
Pengguna Google,5,2024-09-06 03:32:18,"Mantap, kurirnya naik tringiling bjir😸"
Pengguna Google,5,2024-09-06 03:31:56,Cukup baik
Pengguna Google,5,2024-09-06 03:31:11,Mantap
Pengguna Google,5,2024-09-06 03:30:13,Mantab
Pengguna Google,5,2024-09-06 03:29:25,Barangnya bagus bagus ditata dengan rapih kulirnya bagus👍
Pengguna Google,5,2024-09-06 03:28:52,Mantap
Pengguna Google,1,2024-09-06 03:28:27,Ga usah gunakan aplikasi maling ini ambil saldo tanpa alasan
Pengguna Google,5,2024-09-06 03:28:03,Mantab
Pengguna Google,5,2024-09-06 03:27:34,mantap
Pengguna Google,4,2024-09-06 03:27:07,Terbaik
Pengguna Google,5,2024-09-06 03:26:35,"anjaay lumayan puas,tapi jarang ada tokoh yang nerima gratis ongkir tolong adain"
Pengguna Google,5,2024-09-06 03:26:17,Innnnnnbbnbb.n
Pengguna Google,5,2024-09-06 03:26:15,mantap
Pengguna Google,5,2024-09-06 03:24:38,pengiriman sp tepat waktu hrg mutah
Pengguna Google,5,2024-09-06 03:24:33,ok
Pengguna Google,1,2024-09-06 03:24:22,"Custumer service shopee nya lama bls nya , kendala pun tidak teratasi"
Pengguna Google,5,2024-09-06 03:23:27,Banyak diskon
Pengguna Google,5,2024-09-06 03:22:20,Mantap
Pengguna Google,5,2024-09-06 03:21:59,Pesanan ter cepat mantap
